,gn,gn1,human_mouse,lca,name
13067045,"ompF_1,APECO78_08635,ECO55CA74_05675,ETEC_0997,ECSE_0988,O3K_16695,P423_05160,EcolC_2667,UMNK88_1082,UM146_12900,ompF,ECP_0940,O3M_16670,CDCO157_0988,NRG857_04245,ECNA114_1015,O3O_08600,ECSF_0850",,False,543,"gi|251784471|ref|YP_002998775.1| ompF, subunit of outer membrane porin F and The Colicin A Import System [Escherichia coli BL21(DE3)]"
13079751,guaB,guaB,False,2132,tr|W0GR37|W0GR37_9MOLU Inosine-5'-monophosphate dehydrogenase OS=Spiroplasma mirum ATCC 29335 GN=guaB PE=3 SV=1
13116499,,,False,,MC-0-1_GL0076260_1_186_+
13143765,,,False,546,G9SHN0|HMPREF9428_00718 outer membrane protein A [Citrobacter freundii 4_7_47CFAA]
13180694,,,False,186826,gi|551064985|ref|WP_022796737.1| fructose-bisphosphate aldolase [Bavariicoccus seileri]
13190760,"D805_1069,B7019_1078,BLNIAS_01365,BLLJ_1095,BLJ_1059,BN571_01388,BN755_00804,B2258_0968,tktA,BIL_09360,B689b_1019,B12L_0923,tkt,BLIJ_1120,B7017_0987,BLIF_1086",,False,1678,I3AQJ8|HMPREF1315_0835 putative transketolase [Bifidobacterium longum subsp. longum 2-2B]
13191330,,,False,2702,"gi|514911559|ref|WP_016635915.1| XFP protein, partial [Gardnerella vaginalis]"
13191545,,,False,2702,"gi|514911815|ref|WP_016636132.1| S1 RNA binding domain protein, partial [Gardnerella vaginalis]"
13193055,,,False,,SRS018351.146875-T1-C
13193209,rplY,rplY,False,1678,"B1SAV0|BIFDEN_02139 ribosomal protein L25, Ctc-form [Bifidobacterium dentium ATCC 27678]"
13203547,,,False,178214,gi|493965567|ref|WP_006908954.1| glutamate dehydrogenase [Facklamia hominis]
13203808,,,False,178214,gi|493965283|ref|WP_006908689.1| sugar ABC transporter ATP-binding protein [Facklamia hominis]
13234966,,,False,28901,"gi|447005048|ref|WP_001082304.1| murein lipoprotein, partial [Salmonella enterica]"
13297159,tpiA,tpiA,False,816,gi|496416857|ref|WP_009125704.1| triosephosphate isomerase [Bacteroides fluxus]
13297824,"BN783_02989,BN709_00859,Odosp_2826,BN493_01631,FH5T_05415",,False,2,gi|516981937|ref|WP_018197041.1| glutamate dehydrogenase [Cloacimonetes bacterium JGI 0000039-A21]
13308883,,,False,,SRS018351.22258-T1-C
13351199,"rpoC,A16R_01120,T479_22985,NT06LI_0348",,False,1385,gi|515283977|ref|WP_016838547.1| DNA-directed RNA polymerase subunit beta' [Ureibacillus thermosphaericus]
13404073,,,False,84136,"gi|545645292|ref|WP_021753042.1| glyceraldehyde-3-phosphate dehydrogenase, type I [Gemella bergeri]"
13405297,,,False,872,gi|550895526|ref|WP_022656194.1| dihydropyrimidine dehydrogenase subunit A [Desulfovibrio sp. Dsv1]
13414345,,,False,1597,"gi|511665371|ref|WP_016372203.1| glutamate dehydrogenase, partial [Lactobacillus paracasei]"
13435376,,,False,,SRS017307.110561-T1-C
13436387,,,False,,SRS053335.63997-T1-C
13437305,,,False,,MH0445_GL0070732  [gene]  locus=scaffold20927_23:1416:2843:+ [Complete] codon-table.11
13440600,,,False,,SRS016954.184043-T1-C
13441448,,,False,,MH0382_GL0095830  [gene]  locus=scaffold4765_3:2:1276:+ [Lack 5'-end] codon-table.11
13441580,,,False,,T2D-203A_GL0094718  [gene]  locus=scaffold71288_2:3:527:- [Lack 3'-end] codon-table.11
13441968,,,False,,SRS011134.23366-T1-C
13452002,,,False,,SRS056519.58189-T1-C
13474066,,,False,2049,gi|512542533|ref|WP_016443112.1| DNA-directed RNA polymerase subunit beta' [Actinobaculum schaalii]
13554466,O3K_01315,O3K_01315,False,543,gi|510998262|ref|WP_016265900.1| glutamate decarboxylase [Escherichia coli]
13560030,BN728_00285,BN728_00285,False,816,gi|511017444|ref|WP_016271798.1| SusC/RagA family TonB-linked outer membrane protein [Bacteroides vulgatus]
13565700,,,False,,SRS055982.1395-T1-C
13571055,,,False,397291,gi|511028793|ref|WP_016282978.1| hypothetical protein [Lachnospiraceae bacterium A4]
13571500,"BN484_02542,RO1_26330,ROI_37820",,False,186802,"gi|545398818|ref|WP_021638506.1| ABC transporter, solute-binding protein [Clostridium sp. KLE 1755]"
13573311,BN630_00482,BN630_00482,False,1262757,gi|548243460|ref|WP_022461483.1| branched chain amino acid aminotransferase apoenzyme [Blautia sp. CAG:37]
13575218,,,False,,2A-dyr13-07_GL0029219_1_789_+
13580930,,,False,,SRS011239.151367-T1-C
13581456,rplD,rplD,False,2,gi|511049710|ref|WP_016303544.1| 50S ribosomal protein L4 [Lachnospiraceae bacterium A2]
13586733,,,False,,SRS051882.149811-T1-C
13586933,,,False,1235793,gi|511045179|ref|WP_016299111.1| hypothetical protein [Lachnospiraceae bacterium COE1]
13589494,,,False,,V1.FI29_GL0006102  [gene]  locus=scaffold14942_1:617:2476:- [Complete] codon-table.11
13593143,CC1_27600,CC1_27600,False,186803,"gi|479139354|ref|YP_007770786.1| monosaccharide ABC transporter substrate-binding protein, CUT2 family (TC 3.A.1.2.-) [Coprococcus catus GD/7]"
13596265,"rpoC,RpoC",,False,84107,"gi|511068787|ref|WP_016310373.1| DNA-directed RNA polymerase, beta' subunit [Enterorhabdus caecimuris]"
13606391,,,False,,5-8_GL0093753_1_1367_+
13664144,"rpoC,TPSea814_000242",,False,157,gi|513856914|ref|WP_016518397.1| DNA-directed RNA polymerase subunit beta' [Treponema vincentii]
13666225,,,False,163,gi|551310997|ref|WP_022930886.1| branched-chain amino acid aminotransferase [Treponema bryantii]
13668171,,,False,,V1.UC5-3_GL0266099  [gene]  locus=scaffold41719_5:2:745:+ [Lack 5'-end] codon-table.11
13675824,,,False,,SRS014235.183216-T1-C
13684061,"AV82_18270,AV09_18315,AV20_18270,AV23_19055,AU24_18585,AV61_18270,AU92_18320,AU28_18560,AV95_18395,AU87_18280,SEEA1592_17660,SEEA0014_03090,AV49_18310,AV35_18290,CFSAN000658_03015,AV65_16225,AV51_18340,AV69_18300,AV18_18310,AU70_23190,CFSAN001080_14205,SEET0819_00400,AV12_22940,AV15_19880,AV43_18305,AV87_18310,AU50_18745,AV30_18270,AU32_18355,AU39_16465,AU55_18630,AU40_18315,AV07_19425,AV68_23405,AU74_18325,AU84_18280,AU90_18280,AU65_18580,AU36_18295,AV27_16200,AU96_18350,AU44_18290,AV63_18420,AV88_18295,AV53_18260,AV85_18290,AV59_18255,AU83_13930,AV83_18265,AV96_16205,AV62_16225,AU68_18640,AU23_18545,AU57_04115,AV72_07110,AU38_16265,AV41_18300,AU72_18275,AU85_18325,AU30_18535,AU86_03465,AV13_18270,AV16_18270,AV24_18270,AV36_18270,AV29_18340,AV76_18495,N559_0528,AV52_18320,AU22_18535,AU17_16665,AU52_18665,AU53_06865,AU69_18620,AU20_18510,AU78_18305,AV90_18265,AV28_18265,AV33_18270,AU94_18295,AU64_18605,AU27_18840,AV06_20395,AV97_18535,AV22_20640,AU56_18025,AV19_18345,AV26_18345,AU80_18295,AV78_18655,AV17_18260,AV42_18280,AV47_22435,AV77_18360,AV75_00300,AV02_18250,AV46_18270,AV14_18275,AU48_18780,AV86_18305,AV74_01810,AU63_18620,AV54_18280,MU9_191,AV56_18260,AV84_18270,AV93_18280,AU71_18265,AV73_02800,AV80_18315,AU98_18270,AU88_18255,AV40_16235,AU31_18755,AV57_18275,AU82_18275,AU34_18575,CS37_16455,AV44_18300,AV70_02870,AV94_18665,AU19_18565,DI57_20815,AU75_18285,AV81_18615,AV71_06215,AV32_18270,AU37_16465,AU29_18750,AU62_18320,AV01_18290,AU18_18555,AV66_18375,AU33_18555,AV45_18270,AV34_18285,AU54_16295,AV25_18330,AU93_18275,AU79_16210,AV92_18285,AU26_18610,AU99_18290,AV00_18285,AV91_18280,AV58_18275,AU76_18285,AV38_18305,AV21_18290,AV48_13470,AV55_18290,AU97_18270,AU21_18765,mdh,AU45_18310,AU35_18535,AU61_18250,AV60_18255,AV89_18270,AV05_18290,AV39_18330,AU58_00200,AV67_18355,AV04_18300,AU46_18320,AU41_18560,AU51_18605,AV11_18255,AV50_18275,AV10_18280,AU81_18305,AU25_18565,AU89_18265,AU47_18610,AU73_18270,AU91_18300",,False,131567,"gi|514235761|ref|WP_016538410.1| malate dehydrogenase, NAD-dependent [Cedecea davisae]"
13725859,,,False,,V1.CD16-0_GL0048430  [gene]  locus=scaffold14543_2:21366:25316:- [Complete] codon-table.11
13754551,metK,metK,False,1262781,gi|514419191|ref|WP_016566741.1| s-adenosylmethionine synthase [Clostridium sp. CAG:226]
13840429,,,False,,SRS014979.60992-T1-C
13841186,,,False,42858,gi|515566002|ref|WP_016998839.1| hypothetical protein [Staphylococcus lentus]
14006785,AV22_18910,AV22_18910,False,28901,gi|487555530|ref|WP_001715127.1| phosphoglycerate kinase [Salmonella enterica]
14067953,,,False,,SRS015782.34061-T1-C
14080080,BN752_01088,BN752_01088,False,239759,gi|490459317|ref|WP_004329976.1| hypothetical protein [Alistipes putredinis]
14081067,,,False,,SRS047014.241969-T1-C
14095571,,,False,,SRS017521.17096-T1-C
14106032,rpsE,rpsE,False,976,gi|518036791|ref|WP_019206999.1| 30S ribosomal protein S5 [Bacteroidetes bacterium oral taxon 272]
14160540,,,False,1386,gi|567925207|ref|WP_024027878.1| 30S ribosomal protein S9 [Bacillus vireti]
14165821,"tufB,tuf",,False,33926,gi|499473999|ref|WP_011160639.1| elongation factor Tu [Onion yellows phytoplasma]
14167279,rpoC,rpoC,False,2049,gi|497434670|ref|WP_009748868.1| DNA-directed RNA polymerase subunit beta' [Actinomyces sp. oral taxon 448]
14177126,SERPINA1,SERPINA1,False,131567,"gi|515772140|ref|WP_017204740.1| hypothetical protein, partial [Microbacterium barkeri]"
14184962,"CK5_30620,BN544_03019,ygeY,DENG_02516,EF_2578,ENT_17560,EFS1_2056,BN814_01276,EFD32_2147,Sterm_1663,BN757_00479,BN688_01706,EF62_2747,TEH_06310,BN729_02663,BN481_01606,BN486_01931,MELS_0601",,False,2,gi|490981331|ref|WP_004843093.1| peptidase M20 [[Ruminococcus] gnavus]
14192923,"VIBHAR_03308,N646_1498",,False,662,gi|496858598|ref|WP_009387910.1| hypothetical protein [Vibrio sp. N418]
14324834,"Closa_2878,M7W_443,YB51_6100,BN523_01542,BN484_01741,BN464_02404,MELS_0353,Ornrh_0898,SCR2_1593,BN789_00200,SEQ_1484,ANG_0563,BN675_00380,BN744_01275,RHOM_04075,CA_C2607,Cphy_0490,BN688_01216,BN669_03443,SP70585_0384,ENT_25630,BN507_01446,BN696_00678,BVU_1106,SPAP_0352,CDLVIII_0806,gbs1891,SAIL_19200,BSA_19220,BN544_02073,SII_1528,Bache_0766,SPG_0290,Cphy_2534,BN486_01486,HMPREF0620_0613,BN686_01827,BN770_01422,BN481_02497,SP670_0389,SpiBuddy_1289,BN532_01598,SPH_0431,HSIEG1_105,SDE12394_03490,CK3_23880,BN450_01550,MPTP_1699,BN543_00029,SPJ_0315,SANR_1713,BN607_00580,SIR_1542,T308_01605,BN560_00342,SSGZ1_1081,SCIM_1356,Bacsa_2429,L897_02820,BN796_00299,BN656_01179,BN644_03324,BT_3232,BN477_01491,BN627_00371,RHOM_08200,BN536_01599,SCI_1637,BN510_01582,YYK_05055,BN727_02683,PCS8235_00028,SPYALAB49_000556,BN535_03192,SpiGrapes_0544,BN646_01753,EFAU004_00256,BF0072,SAG1904,gno,BN598_00893,BN472_01173,Bcop_1979,SPs1408,MYY_0402,BN509_00382,RO1_13540,BN697_01091,BN728_00042,SPT_0369,EF62_0759,SZO_06640,FPR_09870,NJAUSS_1133,BN647_01174,BN471_02440,BN537_00297,Clocel_2262,ECBG_02095,SP_0320,BN541_03203,BXY_23670,EFAU085_00214,BN634_01131,BN461_01842,ERH_1225,BN582_01807,EF_0426,ROI_24000,BN749_02050,BN800_00837,HMPREF0837_10623,BN659_00352,SPP_0355,SSU05_1225,BN604_02001,BN506_01216,BN798_01736,SSU98_1240,SaSA20_1558,BAST_0095,BN774_02105,Cbei_3371,MSA_19890,SCRE_1593,Spico_1845,SPD_0292,CEA_G2616,BN561_01740,EFD32_0358,T15_0737,spyM18_0699,EF_2263,BN564_02048,BN487_01811,MPD5_0362,FP2_13570,BN765_01752,idnO,AL1_00930,kduD,SpyM3_0448,BN452_01568,BN594_00048,BN750_02427,BN757_02302,Prede_1301,BN707_03115,Trebr_0099,EUBELI_01110,EFS1_0307,Spy49_0530,SDD27957_03255,M6_Spy0545,BN612_01192,Sez_1303,BN496_00416",,False,2,gi|517263018|ref|WP_018451836.1| gluconate 5-dehydrogenase [Bacteroides massiliensis]
14362840,,,False,,SRS014235.8052-T1-C
14378567,guaB,guaB,False,578833,gi|520866862|ref|WP_020307003.1| inosine 5'-monophosphate dehydrogenase [Pseudomonas stutzeri]
14378847,,,False,1236,gi|515480044|ref|WP_016913312.1| glutamate dehydrogenase [Halomonas stevensii]
14397111,,,False,964,"gi|516023990|ref|WP_017454573.1| hypothetical protein, partial [Herbaspirillum seropedicae]"
14398182,TPM2,TPM2,False,131567,"gi|516025069|ref|WP_017455652.1| hypothetical protein, partial [Herbaspirillum seropedicae]"
14425887,"ompX,ETEC_0881,ECSE_0870,UMNK88_854,ECSF_0740,BN643_01333,ECP_0828,ompX_2,EcolC_2829,APECO78_07740",,False,543,gi|519078870|ref|WP_020234745.1| outer membrane protein X [Escherichia coli]
14441010,rpoC,rpoC,False,28211,gi|516076164|ref|WP_017506747.1| DNA-directed RNA polymerase subunit beta' [alpha proteobacterium L41A]
14468787,,,False,,2A-dyr14-07_GL0020371_1_1115_+
14496796,,,False,2013,gi|516158874|ref|WP_017586374.1| glutamate dehydrogenase [Nocardiopsis ganjiahuensis]
14568796,,,False,1169671,"gi|446217493|ref|WP_000295348.1| hypothetical protein, partial [Streptococcus sp. GMD2S]"
14593159,"PSAB_17830,NT03LS_1759,dnaK,NT04LS_1710",,False,91061,gi|488988173|ref|WP_002898949.1| molecular chaperone DnaK [Streptococcus sanguinis]
14652701,,,False,,SRS016203.72825-T1-C
14653507,,,False,28114,gi|517168882|ref|WP_018357700.1| hypothetical protein [Porphyromonas levii]
14653707,"BN796_01436,BN689_00296,gdh,BN505_00002,Coch_0726,BN752_01206,BN655_00206,BN460_01144,BN458_01798,BN473_01776,BN567_01933",,False,976,gi|517169705|ref|WP_018358523.1| glutamate dehydrogenase [Porphyromonas levii]
14654227,"galK,PGN_0484",,False,836,gi|188994348|ref|YP_001928600.1| galactokinase [Porphyromonas gingivalis ATCC 33277]
14671080,,,False,1047068,gi|519095332|ref|WP_020251207.1| MULTISPECIES: glutamate dehydrogenase [unclassified Cloacimonetes]
14671580,,,False,,SRS017701.122998-T1-C
14680261,,,False,293089,gi|516724562|ref|WP_018066660.1| hypothetical protein [Martelella mediterranea]
14688163,,,False,,SRS015065.10035-T1-C
14693091,Astex_3119,Astex_3119,False,76890,gi|516747116|ref|WP_018079963.1| pyruvate phosphate dikinase [Asticcacaulis benevestitus]
14700148,"BN419_0297,BN418_0291",,False,1239,gi|516758134|ref|WP_018087040.1| DNA-directed RNA polymerase subunit beta' [Desulfurispora thermophila]
14713027,BN460_01329,BN460_01329,False,836,gi|516798060|ref|WP_018106443.1| succinate dehydrogenase [Porphyromonas bennonis]
14713562,,,False,501496,gi|516799533|ref|WP_018106993.1| elongation factor Tu [Porphyromonas bennonis]
14713568,rpoC,rpoC,False,836,gi|516799549|ref|WP_018107001.1| hypothetical protein [Porphyromonas bennonis]
14714199,,,False,,SRS015369.2109-T1-C
14714938,,,False,,SRS018427.120107-T1-C
14715751,rplD,rplD,False,816,B6W5L8|BACDOR_04844 50S ribosomal protein L4 [Bacteroides dorei DSM 17855]
14716131,,,False,,SRS015663.25002-T1-C
14716437,"BN612_00575,BN477_00218,Bcop_0202,BT_3844,BN759_01545,BN506_00202,BN772_01303,BN507_02458,BN543_00592,BN744_02865,BF4076,BN523_00351,BN536_01172,BN762_00423,BN541_00673,BN727_01696,BN464_00083,Bache_0194,BN509_01747,BN604_01173,recQ1,BN728_02529,Bacsa_3069,BN707_03067,BN644_00327,BXY_47340,BN666_01978,BN535_03051,BN800_02430,BN659_02367,BN594_02250,BVU_0442,BN821_00115,BN669_00371,BN750_00019",,False,816,gi|516805437|ref|WP_018109881.1| ATP-dependent DNA helicase RecQ [Bacteroides propionicifaciens]
14729731,,,False,,SRS024625.85408-T1-C
14745298,rpoC,rpoC,False,28211,gi|516884327|ref|WP_018146781.1| DNA-directed RNA polymerase subunit beta' [Henriciella marina]
14783053,rpoC,rpoC,False,1760,gi|516403958|ref|WP_017793356.1| DNA-directed RNA polymerase subunit beta' [Leucobacter salsicius]
14859235,"Adeh_2637,frdA,A2cp1_2818,AnaeK_2723,BN6_72330,Sros_8457",,False,2,gi|521091510|ref|WP_020422415.1| succinate dehydrogenase [Amycolatopsis sp. ATCC 39116]
14890274,rpsB,rpsB,False,131567,gi|502724377|ref|WP_012959361.1| 30S ribosomal protein S2 [Bacillus pseudofirmus]
14914677,groL,groL,False,186802,gi|494496322|ref|WP_007285789.1| MULTISPECIES: molecular chaperone GroEL [Clostridiales]
14991355,,,False,37914,gi|516449504|ref|WP_017838416.1| glutamate dehydrogenase [Dietzia sp. UCD-THP]
15001292,,,False,1147128,gi|408501167|ref|YP_006865086.1| 30S ribosomal protein S1 [Bifidobacterium asteroides PRL2011]
15010122,"hspD1,SSU05_0148,groL,groEL",,False,186826,gi|516916977|ref|WP_018164654.1| molecular chaperone GroEL [Streptococcus henryi]
15035501,,,False,1046982,gi|516985325|ref|WP_018199149.1| hypothetical protein [Hydrogenedentes bacterium JGI 0000039-J10]
15038470,,,False,1047053,gi|519109164|ref|WP_020265039.1| hypothetical protein [Atribacteria bacterium JGI 0000059-I14]
15038592,,,False,913317,gi|516997524|ref|WP_018205212.1| hypothetical protein [Atribacteria bacterium SCGC AAA252-M02]
15038594,,,False,913317,gi|516997526|ref|WP_018205214.1| hypothetical protein [Atribacteria bacterium SCGC AAA252-M02]
15040526,,,False,932039,"gi|517001653|ref|WP_018207198.1| hypothetical protein, partial [actinobacterium SCGC AAA024-D14]"
15046618,"groL,groEL,groL2",,False,1239,gi|167629511|ref|YP_001680010.1| molecular chaperone GroEL [Heliobacterium modesticaldum Ice1]
15059448,,,False,78537,gi|517037836|ref|WP_018226654.1| DNA-directed RNA polymerase subunit beta' [actinobacterium SCGC AAA028-A23]
15102577,,,False,580370,gi|517100094|ref|WP_018288912.1| DNA-directed RNA polymerase subunit beta [zeta proteobacterium SCGC AB-602-C20]
15111215,rpoC,rpoC,False,74201,gi|517102622|ref|WP_018291440.1| DNA-directed RNA polymerase subunit beta' [Verrucomicrobium sp. 3C]
15114556,,,False,580370,gi|517106226|ref|WP_018295044.1| DNA-directed RNA polymerase subunit beta' [Mariprofundus ferrooxydans]
15114599,,,False,314344,gi|517106269|ref|WP_018295087.1| pyruvate-flavodoxin oxidoreductase [Mariprofundus ferrooxydans]
15150656,,,False,2,"gi|517271670|ref|WP_018460488.1| hypothetical protein, partial [Thermus oshimai]"
15165337,,,False,346377,gi|517286956|ref|WP_018475774.1| hypothetical protein [Echinicola pacifica]
15208857,dnaK,dnaK,False,138,gi|15594863|ref|NP_212652.1| molecular chaperone DnaK [Borrelia burgdorferi B31]
15274649,"CFSAN002069_05150,AV92_03945,STY0782,ASU2_02960,VCLMA_A1820,AU22_03950,AU33_03940,SerAS13_1242,MDS_2264,D648_14860,AV16_03945,SeAg_B0772,SCV20265_3823,MU9_1389,STBHUCCB_22640,AV74_07815,AV23_04115,AV80_03955,Psest_2490,PC1_1239,SeSA_A0895,AU29_03930,AV43_03945,AMEC673_09450,AV04_03965,Shewmr7_1713,SSPA1866,AV63_03990,AU72_03945,RORB6_11425,VIBHAR_01358,SU5_01418,VP0850,Q786_03575,B479_17845,AV11_03945,M942_18625,AV90_03950,Glaag_1785,M5M_00170,sucD,BN855_7140,KPN2242_06525,AU28_03955,NT01EI_2865,T228_18755,AU63_03965,AV52_03960,D7S_02162,Pmen_2499,CS37_03545,AV97_03970,AV14_03935,SD3246_0812,J451_01025,CJA_1510,Mmwyl1_2796,Shewmr4_1638,PSJM300_13490,CFSAN002050_10245,AV70_00630,AI22_15915,PputW619_3508,AV13_03940,AU71_03930,Sbal195_2625,AU91_03945,BF17_14600,AV41_03950,AV46_03935,AV94_04040,AU93_03945,AV30_03940,ECP_0740,AV71_20845,APECO78_07170,OOC_07173,S70_15775,AV77_03955,AV72_04500,AU69_03965,AU44_03945,Z042_19950,AV20_03950,AU31_03940,SE451236_09715,STMMW_07961,AU40_03950,AV48_21490,Kkor_1538,P262_03936,AV33_03945,ECSE_0788,L483_23260,MADE_1009510,AU53_22565,Sbal117_2649,CF65_02700,Csal_1221,CFSAN001080_01735,AV28_03930,AU83_16355,AH4AK4_1814,PVLB_16275,Shew185_2505,Sbal175_1866,AV39_03965,Dd1591_2911,SEEH1578_13095,M621_06390,AV35_03950,ECO55CA74_04300,D782_3128,AU73_03945,Sfri_2340,AU78_03955,AU47_03930,AV44_03945,AU65_03945,AU17_03535,CD58_21825,sucD_1,Entcl_3098,TY21A_10855,N175_05560,P1062_0209365,X970_16795,SEEA0014_13140,AU35_03930,LY180_03845,AU57_15755,C813_08115,Psyr_2013,AV17_03940,AU51_03950,AV91_03945,AU96_03960,AV96_03550,AV85_03940,PA1R_gp5170,Tola_2226,AU90_03955,Ping_2249,YPTS_1227,AV86_03945,SEET0819_10605,VPUCM_2374,Sputcn32_2266,MASE_09120,H045_05335,T224_19055,SeHA_C0862,Sden_2180,AU37_03545,GU3_09320,GAPWK_2090,AU81_03960,I1A_001589,AU79_03525,UMN179_00393,AU54_03560,Pfl01_1618,AU88_03945,KPNJ1_03845,EAE_14185,AV47_04915,AV00_03955,AV24_03940,HICON_01000,AV06_04310,CDCO157_0734,SEENIN0B_00780,ETEC_0739,T225_18960,AV34_03940,Sbal_2512,VPBB_0807,AMBLS11_08925,AV73_06670,PA1S_gp5170,O3O_07290,IA1_03760,AU23_03940,AV95_03950,A225_1746,Rahaq2_3177,AV58_03940,VC_2084,STMDT12_C07960,ECENHK_06630,AV26_03950,ECSF_0661,O3Y_10065,KPHS_15720,VCD_002283,Entas_1207,AU36_03940,AV29_03945,AV89_03945,AU87_03935,AV75_14265,AV83_03945,Patl_1802,Sbal183_2438,SEEA1592_07645,AU64_03950,AV01_03950,Mar181_1272,T227_19070,T223_19125,AV21_03965,AV10_03955,AU56_17250,T222_19460,N220_05740,ETAF_2322,YPDSF_2581,P1059_00308,ENC_20090,VS_2240,K756_05855,Sputw3181_1742,AV25_03955,sucC,I635_10310,AU75_03940,B723_08065,AU94_03965,ESA_02619,A458_11450,B565_1678,CSSP291_12375,AU82_03955,YE105_C1299,R615_09980,PARA_15300,AHA_1930,AV79_04065,A3UG_06530,amad1_10315,AU27_03955,Spro_1270,AV60_03925,F382_02365,DI57_12305,AV22_04385,ETAC_12405,AU85_03955,B839_15860,AU38_03550,PSEBR_a4136,AV76_03975,D781_1192,AU39_03550,Pecwa_3097,AU74_03965,SEHO0A_00685,AU98_03945,N018_09395,X73_00291,M636_17535,AU52_03950,Sbal678_2628,Swoo_1840,K734_07545,X969_17145,AU55_04040,KPNJ2_03831,lp12_0540,BrE312_3104,CFSAN000658_12305,NT05HA_0441,CKO_02429,HIB_13550,AV12_05010,M495_05720,AU61_03930,AU89_03935,Fbal_2484,AU86_13795,Shal_2486,AV36_03940,O3M_17980,W5S_3088,J450_01535,I876_09520,Ec53638_0580,BN745_02286,AU58_20360,ANH9381_2129,AV42_03935,D11S_1750,PA39016_000480003,AV27_03530,AV93_03950,A1122_19435,YSA_08447,AU46_03945,UM146_13980,I533_09480,T226_19010,AU80_03950,TOL_1498,J415_22925,AU50_03980,NT08PM_1044,U769_17795,AHML_10430,G655_17265,PputGB1_3756,Shewana3_1713,CFSAN001921_13340,V428_10725,AU26_03955,AU68_03960,Sbal223_1839,SeV_A1453,CFSAN002064_20230,AI20_09520,PADK2_17760,AV19_03970,I636_09915,ambt_07590,Rahaq_3146,SPAB_02794,swp_2946,Pput_1669,AV05_03945,NRG857_03245,AU48_03950,AV82_03940,AU62_03950,Kvar_3635,AV67_03960,AU41_03945,AV07_04120,Ssed_2811,I607_09160,I633_10275,A79E_3500,I634_09600,AV50_03945,O3K_18000,PAGR_g2981,AV09_03950,D364_03850,AV56_03945,AU18_03945,AV49_03955,AV81_03985,AV32_03950,AU30_03935,AU84_03940,M634_06260,AV84_03945,STU288_10715,SeKA_A0191,AV57_03960,Dd703_1147,AV53_03945,AU19_03965,AU92_03950,KOX_14605,C163_17980,OO7_06029,AV55_03940,AU24_03955,AV51_03955,SeD_A0833,PCNPT3_05055,AV65_03535,AU20_03920,D650_13380,Y11_18571,PCC21_012720,AMBAS45_09675,YPA_0594,YPK_2965,BN643_01825,AV69_03945,AU97_03935,AV66_03960,SerAS12_1242,VEA_004109,PCH70_30670,CFSAN001992_07695,PPS_3586,AV40_03565,Dd586_1190,VAA_03407,Ent638_1229,AU21_03945,Psefu_2489,AV54_03945,AU76_03945,AV02_03930,Pat9b_1118,AV18_03945,AV87_03960,H681_13945,HIBPF_10670,PLA107_20653,N559_3589,SN31241_17380,TERTU_2518,P423_03585,AV88_03945,AU34_03950,AV61_03950,AV59_03945,AV62_03530,Spea_1791,SNSL254_A0798,SARI_02209,U771_10095,SEEB0189_01961,M062_08480,Q7S_15870,I137_10160,AU32_03950,AU99_03940,AV45_03940,Sput200_2291,SerAS9_1242,Sama_1430,A464_707,AU45_03950,Shew_1658,AV78_03960,AV38_03935,AU25_03945,CH92_08810,H650_22350,PSA3335_1962,EcolC_2927,G000_05314",,False,131567,gi|446036777|ref|WP_000114632.1| succinyl-CoA synthetase subunit alpha [Salmonella enterica]
15297317,,,False,,SRS015960.64471-T1-C
15297840,"nifJ,PGTDC60_1673,Palpr_0370,PGN_1418,BN460_00152,PG_0548",,False,171551,gi|517171209|ref|WP_018360027.1| Pyruvate-flavodoxin oxidoreductase [Porphyromonas macacae]
15298130,,,False,,SRS020328.40186-T1-C
15298982,BN523_01327,BN523_01327,False,816,gi|494746009|ref|WP_007481417.1| acyl-CoA dehydrogenase [Bacteroides salyersiae]
15304368,"V193_07460,BSA_17280,gbs1714,STP_0184,ppdK",,False,1301,gi|517177766|ref|WP_018366584.1| pyruvate phosphate dikinase [Streptococcus didelphis]
15334824,,,False,1131274,gi|517212530|ref|WP_018401348.1| hypothetical protein [gamma proteobacterium SCGC AB-629-P17]
15339324,,,False,136993,gi|517076168|ref|WP_018264986.1| pyruvate phosphate dikinase [Methylosinus sp. LW4]
15340045,JCM7686_2580,JCM7686_2580,False,28211,gi|544667735|ref|WP_021101090.1| Succinyl-CoA ligase [ADP-forming] alpha chain [Thalassobacter arenae]
15342348,,,False,454162,gi|522080764|ref|WP_020591973.1| 30S ribosomal protein S4 [Kiloniella laminariae]
15391454,rplC,rplC,False,976,gi|325299132|ref|YP_004259049.1| 50S ribosomal protein L3 [Bacteroides salanitronis DSM 18170]
15392158,"BN709_01427,BN783_01101,Odosp_3641,FH5T_12195,BN493_00057",,False,171549,"H1DD05|HMPREF9449_00212 pyruvate, phosphate dikinase [Odoribacter laneus YIT 12061]"
15445251,rpsL,rpsL,False,131567,gi|548221927|ref|WP_022441023.1| MULTISPECIES: ribosomal protein S12 [Bacteria]
15484395,"bcere0020_27590,bcere0007_26860,bcere0029_28450,bcere0009_26490,bcere0030_28330,bpmyx0001_5020,bmyco0001_27020",,False,1386,gi|445980077|ref|WP_000057932.1| sugar ABC transporter ATP-binding protein [Bacillus cereus]
